#,objectid,highway,name,ref,kod,name_kz,name_ru,location,Shape__Length,len_km,start_km,end_km,ref2,ref3,data_kgp.kgp.Road.area,geometry_wkt
794,13078,residential, ,,6,,ул. Монке би (мкр.Алгабас),,4176.43628580047,,,,,,,"LINESTRING (76.80009869050342 43.272976804929705, 76.80302660005168 43.274384500165304, 76.8160169002201 43.28040750041664, 76.81615389958912 43.2804620998764, 76.81635289978077 43.28053439987619, 76.81682910030615 43.280716699424595, 76.8179868005353 43.281103800082, 76.81871259975898 43.28134379968318, 76.82260260048496 43.282628299532185, 76.82448549986319 43.283246599507954, 76.8256618994233 43.28362519978112, 76.82699440641682 43.28403227487625, 76.82719903365542 43.28407113792714, 76.82751793647958 43.28408127466026, 76.82775280909544 43.28410874996561, 76.82799023382503 43.284144372695756, 76.82835275973774 43.284220144005815, 76.82845983173308 43.28425389967585, 76.82854365982045 43.28428937387703, 76.82888825356345 43.28454560074913, 76.82907734354083 43.28462936591096, 76.82980385423025 43.284834772974875, 76.83039260018599 43.28502029986313, 76.83190413961904 43.2854136083248, 76.83282561257288 43.28567804439369, 76.83301989032104 43.28575242290019)"
795,13081,residential, ,,6,,,,90.2025239080353,,,,,,,"LINESTRING (76.88187570039746 43.268382200236815, 76.88141030031676 43.268159500480174, 76.88118720012267 43.268246999625845)"
796,13082,residential, ,,6,,,,281.931177763139,,,,,,,"LINESTRING (76.94407820016329 43.29319059954955, 76.94414089987517 43.292538599900034, 76.94416249986618 43.2922344995681, 76.94416070054066 43.2919157997213, 76.94416540052623 43.2913491998568)"
797,13083,residential, ,,6,,,,240.574375726879,,,,,,,"LINESTRING (76.94632309993976 43.292267300089215, 76.94531809983418 43.2922468998868, 76.94416249986618 43.2922344995681)"
798,13084,residential, ,,7,,,,681.005289552414,,,,,,,"LINESTRING (76.9874989108183 43.20005601753802, 76.9874399004873 43.20015619993073, 76.9868763882079 43.200959711292015, 76.98675517134006 43.20091812870467, 76.98540879974843 43.2027586004121, 76.98463279997172 43.203889499634364)"
799,13085,residential, ,,6,,,,749.788737169698,,,,,,,"LINESTRING (76.88713950007734 43.26206360065545, 76.88715870066818 43.26284349978838, 76.8873000002725 43.263797799619496, 76.88740340085327 43.26437130031834, 76.88750470027459 43.26503240011957, 76.88750679963745 43.26562860023891, 76.88756059973981 43.266255600224945, 76.88747730076012 43.26694979986572)"
800,13086,residential, ,,6,,,,45.571492433867,,,,,,,"LINESTRING (76.89802066016321 43.19644649310958, 76.89832600830806 43.19624771062002)"
801,13087,residential, ,,6,,,,208.328838759976,,,,,,,"LINESTRING (76.90056950042448 43.1974602999943, 76.90244050071846 43.197430399890614)"
802,13088,residential, ,,6,,,,269.894121479772,,,,,,,"LINESTRING (76.90918869993001 43.192612699883, 76.91038290679398 43.19227208530005, 76.91090580174782 43.1921356246421, 76.9114610998323 43.19199739995384)"
803,13089,residential, ,,6,,,,614.787425508324,,,,,,,"LINESTRING (76.9085538003316 43.19145740029766, 76.90982380075103 43.19113439974301, 76.910279499925 43.19102380012699, 76.91071119970782 43.190871900360875, 76.91000069969172 43.18930449949145, 76.90909381897137 43.18952007213168)"
804,13090,residential, ,,6,,ул. Мерген (мкр.Нурлытау),,631.027516955886,,,,,,,"LINESTRING (76.9074351004605 43.15375909992393, 76.90735439940866 43.153499900056964, 76.90717260015806 43.15251910002358, 76.90687620013176 43.150846100420935, 76.90672619944564 43.14982420010035, 76.90669769051178 43.149739876636794, 76.9066216328516 43.14968438731309)"
805,13091,residential, ,,6,,,,1242.81627431537,,,,,,,"LINESTRING (76.97587968770848 43.202320725339185, 76.97573609919684 43.20243919961643, 76.97562579955469 43.202527499725186, 76.97462475652793 43.203267822291906, 76.97328049957046 43.204254100107754, 76.9715018766304 43.20556808481781, 76.97027069600767 43.206593687784526, 76.96924391984129 43.20749107689015, 76.96843369964212 43.20823360009185, 76.96843679972817 43.20829639960311, 76.96848300008322 43.208321099561)"
806,13092,residential, ,,6,,,,501.939547530121,,,,,,,"LINESTRING (76.97188650020078 43.207814900329055, 76.97108610038431 43.207268599716265, 76.97024217449739 43.2066664493782, 76.97009481306152 43.20657289874178, 76.9694026898812 43.20615480568965, 76.96884176564815 43.205808317353565, 76.96853300031194 43.20562079948215)"
807,13093,residential, ,,6,,,,505.826238625381,,,,,,,"LINESTRING (76.95486880018704 43.21042070019246, 76.95498859951336 43.210358400465076, 76.95512499970607 43.210344600012405, 76.95525780034949 43.21037070026807, 76.95615439985141 43.211175400293286, 76.95685739983321 43.2117850006675, 76.95790110025955 43.2126751999998)"
808,13094,residential, ,,6,,,,519.829661065848,,,,,,,"LINESTRING (76.9564089994709 43.213600600572214, 76.95471459987695 43.212140600090635, 76.95468230005261 43.212133199865264, 76.95464889979202 43.21213960034335, 76.95310999947206 43.21304480030902)"
809,13095,residential, ,,6,,,,556.116648138511,,,,,,,"LINESTRING (76.88217900038347 43.23103749967541, 76.8827450000979 43.231173700529226, 76.8832095000667 43.231329999692285, 76.88332009974616 43.23138990017149, 76.88341459981913 43.231493300355346, 76.88357769973872 43.23188190000703, 76.88392539985598 43.23296060036352, 76.8839979001876 43.23350619959431, 76.88401022327668 43.23405161919488)"
810,13096,residential, ,,6,,,,571.257842183744,,,,,,,"LINESTRING (76.87046630038182 43.24608119951626, 76.87023540011612 43.24640859947694, 76.87011359934337 43.246484599679434, 76.86994679926312 43.246505099636074, 76.86820539981349 43.24635299972677, 76.86804060028133 43.24637979976805, 76.86792779972944 43.24645390044337, 76.8672422998277 43.24732869959415, 76.86699449955658 43.247674700084836, 76.86681809918085 43.24785469994111)"
811,13097,residential, ,,6,,,,99.0212298222688,,,,,,,"LINESTRING (76.88931681061182 43.2276978484761, 76.88896350770214 43.22768012597764, 76.88887663163105 43.22770246499107, 76.88873474093528 43.22772775076241, 76.88854719426352 43.22772558814245, 76.88845700071406 43.227680199941375)"
812,13098,residential, ,,6,,ул. Сергея Лебедева,,133.654480423516,,,,,,,"LINESTRING (76.88662870004048 43.225890700489856, 76.8854326004262 43.22581470012641)"
813,13099,residential, ,,6,,,,98.5081444767386,,,,,,,"LINESTRING (76.88620399993032 43.2424434994398, 76.88532419982255 43.24251269961704)"
814,13100,residential, ,,6,,,,572.412917099567,,,,,,,"LINESTRING (76.91238109954904 43.24028170032238, 76.9116109001941 43.24246630027476, 76.91115529983483 43.24391919967698)"
815,13101,residential, ,,6,,,,985.56853164556,,,,,,,"LINESTRING (76.97351288564963 43.2024316384385, 76.97507397166217 43.20353289674417, 76.97510380022119 43.2035717993956, 76.97505549960498 43.20411419973548, 76.97412609991707 43.20484749939666, 76.97232939838192 43.20620834683035, 76.97108610038431 43.207268599716265)"
816,13102,residential, ,,6,,,,1446.50261222111,,,,,,,"LINESTRING (76.96772245222769 43.209983138083004, 76.96820256581447 43.20978565221064, 76.97030769491926 43.208893494254305, 76.97054537477038 43.2087787252985, 76.97082464841583 43.20857300726314, 76.97122573271545 43.20829799327581, 76.97188650020078 43.207814900329055, 76.97279339978576 43.20712539968311, 76.97393339961053 43.206295699260956, 76.97597460010815 43.204742500194406, 76.97641310013768 43.204416899698025, 76.97691100036704 43.20402979995016, 76.97696320056988 43.20396939982108, 76.97697700048928 43.20388290054029, 76.97696640036894 43.20379630029721, 76.97693240003373 43.20371909963968, 76.97704690019818 43.203632600003985)"
817,13130,residential, ,,6,,,,1321.75626429017,,,,,,,"LINESTRING (77.04368350037606 43.225019300380225, 77.0426773001213 43.22535569998233, 77.041748699934 43.2262697000611, 77.04162329961193 43.22640280044449, 77.04151839974293 43.22652109965218, 77.04139799944372 43.226685600566334, 77.04126709963543 43.22679809985957, 77.04114210086028 43.22693490059507, 77.04097080022044 43.227084800592, 77.04082840017992 43.227216399618214, 77.04067709963155 43.22733470051966, 77.04057250069818 43.227373800063944, 77.0403774000932 43.22744060010613, 77.04021479963689 43.22749890010956, 77.04005580052657 43.22758299970868, 77.03994650070932 43.227647900026724, 77.0398624004324 43.227711900274684, 77.03977820044251 43.22780749993899, 77.0397020996632 43.22792580034785, 77.03963590011497 43.228063499857306, 77.03952509921288 43.22820560018866, 77.03943540063514 43.22831059957898, 77.0392918004454 43.22850439997598, 77.03917429990791 43.228591799671065, 77.0390456997868 43.22866170022443, 77.03894239981734 43.22871879995123, 77.03887229978415 43.22880000024319, 77.03881809993148 43.228930100612835, 77.0387429998754 43.229067600185026, 77.03869080057088 43.229122800082614, 77.0385950994504 43.22918089949985, 77.03845129983466 43.229230599935285, 77.03831509996621 43.229262499748266, 77.03785070060873 43.22947009979152, 77.03770970014341 43.2294972004875, 77.03755739977015 43.22952650038105, 77.03718470043688 43.22964260021176, 77.0367722003466 43.229770999638504, 77.03592240037602 43.22995240005387, 77.03531789976682 43.23043869952511, 77.03519040008193 43.23054720000036)"
818,13131,residential, ,,7,,,,193.697053059566,,,,,,,"LINESTRING (76.86858878730202 43.25007761146024, 76.8690660172967 43.25014409872214, 76.86967507146606 43.25018521459442, 76.8697136945317 43.25020252618796, 76.86972854907327 43.25023282244628, 76.869719635989 43.250498990880295, 76.86987346259994 43.25057695738692)"
819,13132,residential, ,,6,,,,241.823406545987,,,,,,,"LINESTRING (76.87778509958034 43.2555011998003, 76.87722780004944 43.25545349989216, 76.8756276004911 43.255316600267996)"
820,13133,residential, ,,6,,,,139.911900083214,,,,,,,"LINESTRING (76.87397579990623 43.27062260032834, 76.87442470063013 43.2704840001728, 76.87469780015462 43.27032579994644, 76.87474090042362 43.270270799592005, 76.87505890044093 43.27034350022954)"
821,13134,residential, ,,6,,,,61.0893144968905,,,,,,,"LINESTRING (76.87474090042362 43.270270799592005, 76.87419459986505 43.27023289970297)"
822,13135,residential, ,,6,,,,384.117875831006,,,,,,,"LINESTRING (76.88137829963138 43.28023010022857, 76.8812462005722 43.2802556002867, 76.88089800009338 43.2803239001307, 76.88055979966026 43.280395399823, 76.87981590028188 43.28051140009636, 76.87918379983391 43.280604699925675, 76.87849400059524 43.28066159990064, 76.87799400010474 43.28068670019797)"
823,13136,residential, ,,6,,,,81.6452605228948,,,,,,,"LINESTRING (76.8866737002463 43.29748039980933, 76.8863475004071 43.2976303001209, 76.88602129966955 43.29771780004073)"
824,13137,residential, ,,6,,,,410.498231108956,,,,,,,"LINESTRING (76.88662159975645 43.293561899939775, 76.8869054000126 43.293875899892825, 76.88744849987381 43.29395669949025, 76.88767209953119 43.293989999919376, 76.88863300044115 43.29409919990873, 76.88928010005944 43.294175799646574, 76.8900382000058 43.294219500454986)"
825,13138,residential, ,,6,,,,293.73599091888,,,,,,,"LINESTRING (76.88706879996951 43.30024510040849, 76.88803379989213 43.30004800052609, 76.88895320043258 43.29984929957332, 76.88960050037518 43.299704200154224)"
826,13139,residential, ,,6,,,,368.157470470732,,,,,,,"LINESTRING (76.89061473246694 43.30048655756632, 76.89037063415311 43.30052837426892, 76.88974897392536 43.300749712107724, 76.88981356638753 43.30099194131197, 76.89009929981815 43.30150109955055, 76.89043156238723 43.3023928490545)"
827,13140,residential, ,,6,,,,141.931268752344,,,,,,,"LINESTRING (76.8812526998833 43.29155110046219, 76.88013339993762 43.291995500176476)"
828,13141,residential, ,,6,,,,160.992837759231,,,,,,,"LINESTRING (76.8820046005559 43.29207810037225, 76.88082879927377 43.29269100028525)"
829,13142,residential, ,,6,,,,160.916470569299,,,,,,,"LINESTRING (76.88258619951523 43.29265999938318, 76.88139769964826 43.29325890056364)"
830,13143,residential, ,,6,,,,155.974767592197,,,,,,,"LINESTRING (76.88316519964846 43.29323929968885, 76.88201309951681 43.293819699458965)"
831,13144,residential, ,,6,,,,107.213119939353,,,,,,,"LINESTRING (76.88383939964226 43.29392810011432, 76.88306279979092 43.29434270050034)"
832,13145,residential, ,,6,,,,66.7033274153979,,,,,,,"LINESTRING (76.8845979999502 43.29473459984037, 76.88456040006571 43.29479500025682, 76.88409820068235 43.29494859998468)"
833,13146,residential, ,,6,,,,311.157337863927,,,,,,,"LINESTRING (76.88796979941972 43.29602609975015, 76.88888850017257 43.29587310032972, 76.8897515997009 43.295657900417226, 76.89064760002654 43.29545010031313)"
834,13147,residential, ,,6,,,,254.714731785097,,,,,,,"LINESTRING (76.89119690005985 43.29733049978208, 76.89053659969846 43.297491599995865, 76.88998859952737 43.29761710065476, 76.88995040046656 43.29763730030217, 76.8899470991579 43.29766690020058, 76.8901788995355 43.29832179998721)"
835,13148,residential, ,,6,,,,304.95149033686,,,,,,,"LINESTRING (76.89009929981815 43.30150109955055, 76.8897979006673 43.301565600119545, 76.88883660000704 43.30238390061061, 76.8880727005372 43.302789900278285)"
836,13149,residential, ,,6,,,,159.71311810584,,,,,,,"LINESTRING (76.88605640044094 43.29257090006251, 76.88471339932823 43.29293830012598)"
837,13150,residential, ,,6,,,,42.1157535205058,,,,,,,"LINESTRING (76.8879838005617 43.29218889985079, 76.88763359953475 43.292293100450834)"
838,13151,residential, ,,6,,,,144.259628877555,,,,,,,"LINESTRING (76.87823479980484 43.29480420023271, 76.87727570001704 43.29543850026752)"
839,13152,residential, ,,6,,,,407.266533988414,,,,,,,"LINESTRING (76.88494723977985 43.33051521072067, 76.88554967875548 43.330481093893695, 76.88585390849781 43.330481093893695, 76.88651941190133 43.33051567205017, 76.88677135250758 43.33048800926516, 76.88681413477299 43.3305087566818, 76.8868765838549 43.33059720054395, 76.88692158316245 43.33062269973927, 76.88850168381461 43.3305542002365)"
840,13153,residential, ,,6,,,,464.218090204006,,,,,,,"LINESTRING (76.89187379949107 43.31700309938828, 76.89095999994638 43.316981300312705, 76.88895807109807 43.31693666489508, 76.88886710589576 43.31697885655169, 76.88772285883631 43.316946600074026)"
841,13154,residential, ,,6,,,,72.743983531153,,,,,,,"LINESTRING (76.88746349994243 43.313810400196324, 76.8876869001738 43.31388699993918, 76.8880739995011 43.31397730009651)"
842,13155,residential, ,,6,,(мкр.Ожет),,595.498960446783,,,,,,,"LINESTRING (76.88643859945834 43.31875809963858, 76.88763721435544 43.31881852585986, 76.8887712996724 43.31881849971718, 76.88977159979243 43.318872899996286, 76.8907539138438 43.318897650551676, 76.8910866659947 43.318780062775744, 76.8917444627514 43.31876928740871)"
843,13156,residential, ,,6,,,,205.073673718782,,,,,,,"LINESTRING (76.8927133002769 43.31978739985231, 76.8935947999972 43.31969950034928, 76.89362529959772 43.31969639987229, 76.89453309929463 43.31958049982393)"
844,13157,residential, ,,6,,,,655.243518600021,,,,,,,"LINESTRING (76.88856580016969 43.32771399996147, 76.88715568053222 43.32772853512225, 76.88696315988874 43.32764554357474, 76.88518555294327 43.327629983096216, 76.88378086631664 43.32757811371659, 76.88272270031928 43.327473600457935)"
845,13160,residential, ,,6,,ул. Аманжол (мкр.Таугуль),,850.942527949389,,,,,,,"LINESTRING (76.84289480074477 43.20855230008426, 76.8437767002154 43.208594700490664, 76.84451269980914 43.20870549938749, 76.84459850059687 43.20871170052654, 76.84530950007627 43.20875459974137, 76.84607699999377 43.20879490022632, 76.84690909955998 43.20888329982394, 76.84782190017805 43.209012000289675, 76.84883389995632 43.20920029997768, 76.84898440010576 43.20920119959714, 76.84945369977311 43.208182700049576)"
846,13161,residential, ,,6,,,,709.028717526354,,,,,,,"LINESTRING (76.8465648238206 43.20431119650223, 76.84540749998555 43.20667079968394, 76.84451269980914 43.20870549938749)"
847,13162,residential, ,,6,,,,121.197241628181,,,,,,,"LINESTRING (76.84917744895864 43.206918667726804, 76.85008780615915 43.20727884810725, 76.85013999917548 43.207285158737115)"
848,13163,residential, ,,6,,,,265.275568114555,,,,,,,"LINESTRING (76.84775541586387 43.20725961698576, 76.84690909955998 43.20888329982394)"
849,13164,residential, ,,6,,,,253.095824741421,,,,,,,"LINESTRING (76.84860135487537 43.20745526918677, 76.84782190017805 43.209012000289675)"
850,13165,residential, ,,6,,,,136.560392832622,,,,,,,"LINESTRING (76.84723380819584 43.2064461535244, 76.84841388725536 43.206690425818444)"
851,13166,residential, ,,6,,,,378.785836180942,,,,,,,"LINESTRING (76.84812154132591 43.20734007978483, 76.84842101808208 43.206693023953115, 76.84874307399289 43.206026038955656, 76.84939193969903 43.20504373751351)"
852,13167,residential, ,,6,,,,85.3790654342152,,,,,,,"LINESTRING (76.84801933909772 43.20583373726859, 76.84873950857954 43.206026038955656)"
853,13168,residential, ,,6,,,,111.910204830686,,,,,,,"LINESTRING (76.87951270000889 43.262715400322186, 76.87926760007349 43.26296349973782, 76.87868419999202 43.26300049944009)"
854,13169,residential, ,,6,,,,369.29527749951,,,,,,,"LINESTRING (76.89164276896965 43.19734179181861, 76.89124150051539 43.19974239994929)"
855,13170,residential, ,,6,,,,589.711551627448,,,,,,,"LINESTRING (76.86113979976092 43.22271189987555, 76.86099960059285 43.22234200008977, 76.86066969969465 43.221468800127276, 76.86057300054587 43.22126469990135, 76.86066969969465 43.22104979976502, 76.86003590053245 43.21958339987376, 76.85999830064792 43.218992600152816)"
856,13171,residential, ,,6,,,,305.383084393905,,,,,,,"LINESTRING (76.92591300029048 43.28935790058141, 76.92586179991254 43.28939330053288, 76.92582150059056 43.28941869997556, 76.9257893004792 43.289479199830694, 76.92579900048766 43.28964329992497, 76.92599000028335 43.290564400367266, 76.92614289983293 43.291302000127025)"
857,13172,residential, ,,6,,,,838.427977867695,,,,,,,"LINESTRING (76.92837190032719 43.29071249997068, 76.92820570032154 43.29079339988962, 76.92803780070338 43.29087289977058, 76.92619369956225 43.29166259987615, 76.92495930027582 43.292123300667804, 76.92448919931122 43.292202600039005, 76.92335659980773 43.29218479953615, 76.92283009991468 43.29227310041478, 76.92264699990356 43.292239000037334, 76.92246389989246 43.2921243004107, 76.92228730009074 43.29210499994318, 76.92145370033803 43.29217929997479)"
858,13173,residential, ,,6,,,,490.611658336778,,,,,,,"LINESTRING (76.92380630003224 43.28784169971332, 76.9236125001878 43.287976299670994, 76.92181709941318 43.289234599547875, 76.92165830062714 43.2894090996623, 76.92163280015117 43.28949109983732, 76.92167199993521 43.28954220006986, 76.92254020009777 43.29010610056856)"
859,13174,residential, ,,6,,,,216.466079853102,,,,,,,"LINESTRING (76.90166420000612 43.296741999539144, 76.90101009981683 43.29685390002454, 76.90055110023253 43.29697110002294, 76.90039979968417 43.29753260020575)"
860,13175,residential, ,,6,,,,199.321947968535,,,,,,,"LINESTRING (76.89844419964997 43.298301399854445, 76.89956300013239 43.298378099558654, 76.9001339998697 43.29862870011109)"
861,13176,residential, ,,6,,ул. Алии Молдагуловой,,150.459497772823,,,,,,,"LINESTRING (76.94254118271215 43.2988115410305, 76.94256909965624 43.29979500059767)"
862,13177,residential, ,,6,,,,292.569720725292,,,,,,,"LINESTRING (76.94115649977026 43.29985389950596, 76.94170899960261 43.29983600056195, 76.9420741000869 43.29989999949412, 76.94240320058617 43.29989159985064, 76.94256909965624 43.29979500059767, 76.94276430087253 43.29978789998397, 76.94298219982112 43.299796200268524, 76.94315700029732 43.299839899652994, 76.94340330038189 43.29986029992336, 76.94371120064046 43.29982599982375)"
863,13178,residential, ,,6,,,,252.904060478204,,,,,,,"LINESTRING (76.93592939177822 43.3071154307693, 76.93474114523613 43.306825692477624, 76.93375215490555 43.30664798496223)"
864,13179,residential, ,,6,,ул. Жарылгасова,,238.911078743804,,,,,,,"LINESTRING (76.93291360004571 43.30961280002721, 76.93263799961147 43.30960600059293, 76.93237770018149 43.309592399761, 76.93228079981012 43.30957619929478, 76.9322236004827 43.30956179967566, 76.93165379999631 43.3095687004332, 76.93077440053712 43.30955449952698)"
865,13180,residential, ,,6,,,,298.524640000929,,,,,,,"LINESTRING (76.93359270034937 43.31033769955389, 76.93362419977478 43.309590499553195, 76.93373319955472 43.308989200099425, 76.93384750029317 43.30870209982343, 76.93391010029205 43.30840719980156)"
866,13181,residential, ,,6,,,,240.509704895278,,,,,,,"LINESTRING (76.92833435434157 43.315262697051466, 76.92851530019261 43.31578229989562, 76.92862469972287 43.31591450008815, 76.92878950015331 43.31607150006577, 76.9290405999365 43.31620819963142, 76.92909919973742 43.31632369957703, 76.92913609983435 43.316655400160954)"
867,13182,residential, ,,6,,,,150.082983856265,,,,,,,"LINESTRING (76.93044710026167 43.31630240025717, 76.92909919973742 43.31632369957703)"
868,13183,residential, ,,6,,,,785.035698779511,,,,,,,"LINESTRING (76.93299219993811 43.319922299663865, 76.9329762000446 43.32028679934021, 76.93303220012109 43.32061630066932, 76.93317460016162 43.32088160057752, 76.93336569967032 43.32123780041073, 76.9334825004202 43.321404299551446, 76.93383080061203 43.32190099972505, 76.93403610068876 43.322102100253886, 76.93409150069066 43.32223629956989, 76.93412210000416 43.32244640003043, 76.93404740059673 43.32260269954243, 76.93370649982786 43.32285070050437, 76.93310869975235 43.32319729969616, 76.93289389999153 43.32362870037809, 76.93303630003204 43.32409729973102, 76.93300639960783 43.324393999836836, 76.9329149996209 43.324483600159425)"
869,13184,residential, ,,6,,,,399.450732934488,,,,,,,"LINESTRING (76.93748300021431 43.31861320024836, 76.93750430016803 43.31925010011126, 76.93750430016803 43.31991859988812, 76.93747700036653 43.320597600053425, 76.9375018765134 43.32122309050848)"
870,13185,residential, ,,6,,,,270.034449331805,,,,,,,"LINESTRING (76.94493739561341 43.31497318387533, 76.94491600043827 43.31560960031787, 76.94488719955196 43.31626409963253, 76.94488760020057 43.31673760019339)"
871,13186,residential, ,,6,,,,112.468979721896,,,,,,,"LINESTRING (76.94627249963645 43.31778559952113, 76.94563900051155 43.317701899635395, 76.9452837994617 43.317636299873925)"
872,13244,residential, ,,6,,,,318.2549654325,,,,,,,"LINESTRING (76.88347220069345 43.21935579976827, 76.88336519966502 43.21963189968204, 76.88302459983176 43.22037129980605, 76.88289669949825 43.22053919975335, 76.88268089991249 43.220760600110395, 76.88250749990982 43.22096230022817, 76.88232689991015 43.22124839997603)"
873,13187,residential, ,,6,,,,797.7526754767,,,,,,,"LINESTRING (76.95713509963024 43.327178200129325, 76.95689110013109 43.32712340017012, 76.95678539986318 43.3270155004553, 76.95665529955552 43.32682770015119, 76.95664520069508 43.32668719964527, 76.95669799917592 43.32644180018531, 76.9568789001112 43.32593600003393, 76.95705829996164 43.325565299913585, 76.95718430035835 43.32552239994947, 76.95755979974038 43.32561410024415, 76.95780660018657 43.32561410024415, 76.957870999511 43.325563400205226, 76.95766980024352 43.32444719986051, 76.95757060018502 43.32424040000329, 76.95747069944062 43.32415090061595, 76.95742040007289 43.32410580059144, 76.95715480058274 43.324029699942336, 76.95706360002183 43.323945800187964, 76.9568436996268 43.32362379966693, 76.95645209973993 43.323153600111375)"
874,13188,residential, ,,6,,,,127.814881644744,,,,,,,"LINESTRING (76.94232209978402 43.33049399936283, 76.94276596185749 43.33126425879474)"
875,13189,residential, ,,6,,ул. Манарбека Ержанова,,378.197389257327,,,,,,,"LINESTRING (76.93731981585304 43.33673619316921, 76.93738425560163 43.33651387564129, 76.93741396558303 43.33630858892823, 76.93744961792004 43.336226473525976, 76.93750903788282 43.336176772216255, 76.93814780203357 43.33573594279174, 76.93833200337923 43.335550101516155, 76.93840627878184 43.33551120472169, 76.93866475553014 43.33531887982807, 76.93878062382873 43.33517625649463, 76.93939740261125 43.334923856242106)"
876,13190,residential, ,,6,,,,437.604323727248,,,,,,,"LINESTRING (76.95577340008488 43.32753659988378, 76.9565191005854 43.32758919988129, 76.95701169985628 43.32750469992646, 76.95713509963024 43.327178200129325, 76.9572591003771 43.32693120032071, 76.95733019933691 43.32618449972286, 76.95738910007347 43.32597600017084, 76.95747660047371 43.32574970007851, 76.95755979974038 43.32561410024415)"
877,13191,residential, ,,6,,,,335.931825229325,,,,,,,"LINESTRING (76.95933869936151 43.32619729958648, 76.96061519999039 43.325825499927284, 76.96070640055127 43.325687900573236, 76.96055079976767 43.32465180062549)"
878,13192,residential, ,,6,,,,336.457518758094,,,,,,,"LINESTRING (76.97488240053792 43.33125599939954, 76.9745849000754 43.33132479934321, 76.97189120018635 43.33154250043518)"
879,13193,residential, ,,6,,,,85.61146363531,,,,,,,"LINESTRING (76.98540283403663 43.33655186294716, 76.98472876789185 43.336821162470315)"
880,13194,residential, ,,6,,ул. Осиет (мкр.Нурлытау),,490.523401800109,,,,,,,"LINESTRING (76.90355649935547 43.14375559959386, 76.90440783634354 43.14266346045282, 76.90454450243757 43.14253772826773, 76.90477623993311 43.142203885818574, 76.90510304972842 43.14158822342344, 76.90538232337383 43.14093353362451, 76.90544174333664 43.140868497792184)"
881,13195,residential, ,,6,,,,104.256159615296,,,,,,,"LINESTRING (76.89453160000642 43.15672269978758, 76.89544240007636 43.156881799833094)"
882,13196,residential, ,,6,,,,269.16600984553,,,,,,,"LINESTRING (76.99618200030348 43.275011200011726, 76.99542059994675 43.27442050008634, 76.99465340006655 43.273651599355155)"
883,13197,residential, ,,6,,ул. Бригадная,,475.700713855149,,,,,,,"LINESTRING (76.99427787553171 43.27745220801646, 76.99385623149016 43.27919428801561, 76.99361855163903 43.28022384358313, 76.99356032014738 43.28029219185739, 76.99326133476966 43.28028729222955)"
884,13198,residential, ,,6,,,,78.4418038555873,,,,,,,"LINESTRING (76.99336459970485 43.28388029943768, 76.99330990038888 43.28380810019764, 76.99320710078102 43.28375819971272, 76.99282779972873 43.28374019990126, 76.99274030022677 43.28373559940362)"
885,13199,residential, ,,6,,,,326.263155291567,,,,,,,"LINESTRING (76.99315048625685 43.28110985586742, 76.99422905479096 43.281265918350734, 76.99602678489713 43.28151965456726)"
886,13200,residential, ,,6,,,,209.93359951689,,,,,,,"LINESTRING (76.9932416005795 43.28490120004928, 76.99407850074257 43.285023599596016, 76.9950994998434 43.285134200052745)"
887,13201,residential, ,,6,,,,106.464826937961,,,,,,,"LINESTRING (76.99716880054137 43.27508860013044, 76.99636119982962 43.27471560026798)"
888,13202,residential, ,,6,,ул. Садыка Каримбаева,,220.751920676491,,,,,,,"LINESTRING (76.9958027001495 43.27683759994962, 76.99606119935565 43.27625720032918, 76.99613450008617 43.27604060006562, 76.99609320004099 43.275950600657, 76.99549970020078 43.27566919991187)"
889,13203,residential, ,,6,,,,232.571817884071,,,,,,,"LINESTRING (76.99174949979088 43.28431410058692, 76.99167930004471 43.284652300048506, 76.99124869979978 43.284834299527816, 76.99122459979736 43.28493389989622, 76.99111819974185 43.28501899984937, 76.99085049999054 43.28515490017856, 76.99054700057854 43.285371999639565, 76.99049520012599 43.28540899945267)"
890,13204,residential, ,,6,,,,75.540915838041,,,,,,,"LINESTRING (76.97755400007438 43.269917500257954, 76.97820850001395 43.270048000128455)"
891,13205,residential, ,,6,,,,262.333614493462,,,,,,,"LINESTRING (76.94099290038737 43.28960209953925, 76.94098370074053 43.290579400162486, 76.94102654319308 43.291316743426144)"
892,13207,residential, ,,6,,,,149.874988268123,,,,,,,"LINESTRING (76.97006562769626 43.30664573885621, 76.97135608095812 43.306366367984474)"
893,13209,residential, ,,6,,,,173.311870139989,,,,,,,"LINESTRING (76.97114228281882 43.30967545780488, 76.97085779804642 43.30980404867659, 76.97063675589266 43.30996316138912, 76.97037055453127 43.31019664125291, 76.9701970476291 43.31031943437938, 76.97014713543527 43.31033845845107, 76.97008296158799 43.31033845845107, 76.96995936867627 43.31030559839002)"
894,13210,residential, ,,6,,,,206.850459428397,,,,,,,"LINESTRING (76.96988281873934 43.31128368990434, 76.96975710310856 43.31146251990375, 76.96973927694008 43.31154812722295, 76.96977492837877 43.311791977575005, 76.96990327607331 43.31227189313734, 76.97007440513494 43.31257799992175)"
895,13211,residential, ,,6,,,,247.266104122413,,,,,,,"LINESTRING (76.97306935954607 43.314718597653865, 76.97387366793237 43.31444328426732, 76.97497339628296 43.314089018527675, 76.97507830872834 43.314033572097856)"
